system:index,date,specific_humidity,.geo
104,2013-04-15,0.016050395171056706,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2013-04-16,0.015742022333712597,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2013-04-17,0.015848183938841957,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2013-04-18,0.015710870673871172,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2013-04-19,0.015190509448073854,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2013-04-20,0.015353978661622428,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2013-04-21,0.015183016536432349,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2013-04-22,0.01438025645364221,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2013-04-23,0.014543940069577287,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2013-04-24,0.014835786115830417,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2013-04-25,0.013986887398224722,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2013-04-26,0.013409054721554028,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2013-04-27,0.014612511007109,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2013-04-28,0.015365635992218955,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2013-04-29,0.015607192836899736,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2013-04-30,0.015667780389819683,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2013-05-01,0.015603960592009613,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2013-05-02,0.015577781905813354,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2013-05-03,0.015639494517341687,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2013-05-04,0.015400855523399364,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2013-05-05,0.015353945405159011,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2013-05-06,0.015163221184942129,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2013-05-07,0.01469366991619645,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2013-05-08,0.015092481412205224,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2013-05-09,0.0157284852199283,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2013-05-10,0.015072158713866156,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2013-05-11,0.014509817773216227,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2013-05-12,0.01361852823393052,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2013-05-13,0.014217916394422452,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2013-05-14,0.015900659934830558,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2013-05-15,0.01527870845333923,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2013-05-16,0.015532442077580907,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2013-05-17,0.015138225085425299,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2013-05-18,0.015154468748587105,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2013-05-19,0.015462010536897034,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2013-05-20,0.015616196224921707,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2013-05-21,0.015283111526290938,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2013-05-22,0.015252998095248308,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2013-05-23,0.015549517981525594,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2013-05-24,0.015130412288195798,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,2013-05-25,0.014748874907233369,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2013-05-26,0.014815268575462504,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2013-05-27,0.015216764017735368,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2013-05-28,0.015221612710979207,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2013-05-29,0.01548095065316713,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2013-05-30,0.014070217858801292,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2013-05-31,0.014172210340421695,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2013-06-01,0.01449542486247727,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2013-06-02,0.014641698526886836,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,2013-06-03,0.014561900030723829,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2013-06-04,0.014038286608658607,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,2013-06-05,0.013746174634868212,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2013-06-06,0.013951012558238588,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2013-06-07,0.014646441759893589,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2013-06-08,0.014025038131294321,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2013-06-09,0.01381256384064237,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2013-06-10,0.014084198155723223,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2013-06-11,0.014586919023158595,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2013-06-12,0.01463367534604041,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2013-06-13,0.014890933151902363,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2013-06-14,0.015067267935308324,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2013-06-15,0.015077883427304936,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2013-06-16,0.015044478231540875,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,2013-06-17,0.01508510143621203,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2013-06-18,0.01530497499053689,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2013-06-19,0.0148514317092805,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2013-06-20,0.014428734299537371,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,2013-06-21,0.014144156468457679,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2013-06-22,0.014629481853650967,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2013-06-23,0.014796541925609655,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2013-06-24,0.015038870970838785,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2013-06-25,0.01482340388277073,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2013-06-26,0.01485381042870444,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,2013-06-27,0.015362034484063918,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2013-06-28,0.015246583321884841,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,2013-06-29,0.015151743734629478,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,2013-06-30,0.014635527806162186,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2013-07-01,0.014697516572206346,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,2013-07-02,0.014485937454313402,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,2013-07-03,0.01347933580282483,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2013-07-04,0.012855485001770993,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2013-07-05,0.013446778743654166,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2013-07-06,0.014413270099571005,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2013-07-07,0.01417821938000504,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2013-07-08,0.014471535281743247,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2013-07-09,0.014369069265389528,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2013-07-10,0.014310576161828549,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,2013-07-11,0.013920768975919913,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,2013-07-12,0.013842118800003196,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2013-07-13,0.01371391664331139,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,2013-07-14,0.014508967293240894,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,2013-07-15,0.014493507191061685,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2013-07-16,0.013798678440836638,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2013-07-17,0.0143533044458818,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2013-07-18,0.014121023792964626,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2013-07-19,0.013910234935961498,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2013-07-20,0.014179779454940448,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2013-07-21,0.014231106874277075,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2013-07-22,0.014190369189568819,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,2013-07-23,0.014618856551671992,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2013-07-24,0.014305285178664327,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,2013-07-25,0.013396745810599645,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2013-07-26,0.014076402776411036,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,2013-07-27,0.01287254725943839,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2013-07-28,0.013167903039663302,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2013-07-29,0.013108399742106416,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2013-07-30,0.01298680256247584,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2013-07-31,0.01350662930949221,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2013-08-01,0.013820014879472682,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,2013-08-02,0.014870350931922122,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,2013-08-03,0.014347468456313786,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2013-08-04,0.013785848479050823,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2013-08-05,0.014314200447862788,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,2013-08-06,0.014513274727880207,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2013-08-07,0.014586943550025119,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,2013-08-08,0.014669187819431015,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2013-08-09,0.01392645781664414,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2013-08-10,0.014567887212734387,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2013-08-11,0.014981258918902875,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2013-08-12,0.014793409594249742,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2013-08-13,0.0150331763370629,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2013-08-14,0.014695961259410426,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2013-08-15,0.014297442065483829,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,2013-08-16,0.013957881599354878,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2013-08-17,0.014448412691545953,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2013-08-18,0.014236838528580544,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2013-08-19,0.014423285446496362,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2013-08-20,0.014310837808051431,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2013-08-21,0.013638724491204074,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2013-08-22,0.014051504116556571,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2013-08-23,0.013635702459300745,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2013-08-24,0.01401788393648992,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2013-08-25,0.014374694516307678,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2013-08-26,0.014275553733397667,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2013-08-27,0.013229170055519135,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2013-08-28,0.01336953025513919,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2013-08-29,0.013950729091813273,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2013-08-30,0.01278271416874445,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2013-08-31,0.01270481326081585,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2013-09-01,0.013623738434298448,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2013-09-02,0.014166788673583999,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2013-09-03,0.014466467113301622,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2013-09-04,0.014667144939282896,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2013-09-05,0.014766747661708268,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2013-09-06,0.014315261437377387,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2013-09-07,0.015438729673303946,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2013-09-08,0.014459474964905829,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2013-09-09,0.014227519039197348,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2013-09-10,0.014328100953377313,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2013-09-11,0.014279714443462923,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2013-09-12,0.015172156710551256,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2013-09-13,0.01478278454681619,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2013-09-14,0.015423856439184971,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2013-09-15,0.015075099428067909,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2013-09-16,0.014623637010050481,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2013-09-17,0.015412837235900692,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2013-09-18,0.014721986709756848,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2013-09-19,0.014550651837036008,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2013-09-20,0.013746662377449904,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2013-09-21,0.013784197361623335,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2013-09-22,0.013976617991506032,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2013-09-23,0.015293535063513606,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2013-09-24,0.014616389868171655,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2013-09-25,0.013825592138180883,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2013-09-26,0.01542455068069514,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2013-09-27,0.015385846796408613,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2013-09-28,0.015476366651055591,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2013-09-29,0.014792634996340199,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2013-09-30,0.014701470647867962,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2013-10-01,0.015206509193692869,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2013-10-02,0.015141283934703292,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2013-10-03,0.015138958736073892,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2013-10-04,0.015104935054394019,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2013-10-05,0.014553160063034901,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2013-10-06,0.013951166940945364,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2013-10-07,0.013441765296602813,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2013-10-08,0.013256539770016396,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2013-10-09,0.013470044617042114,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2013-10-10,0.014086278419727302,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2013-10-11,0.014376658558350694,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2013-10-12,0.014877748803760825,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2013-10-13,0.015489872089763575,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2013-10-14,0.015019760398150082,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2013-10-15,0.01512831389338806,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2013-10-16,0.014862740115876981,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2013-10-17,0.014475089516789753,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2013-10-18,0.01436947478083059,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2013-10-19,0.014367991415282768,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2013-10-20,0.01486439423757692,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2013-10-21,0.01444122838329844,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2013-10-22,0.01502719762486616,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2013-10-23,0.014433206353257746,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2013-10-24,0.014837441143116496,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2013-10-25,0.014540007317253327,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2013-10-26,0.013820339833713497,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2013-10-27,0.014804797098164462,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2013-10-28,0.014679814870271516,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2013-10-29,0.014746771849081705,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2013-10-30,0.015087313447812683,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2013-10-31,0.015120720789469176,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2013-11-01,0.013958965719133487,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2013-11-02,0.014807797717223981,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2013-11-03,0.015159433636850456,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2013-11-04,0.014575526595817264,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2013-11-05,0.014334797417883077,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2013-11-06,0.015275152748037854,"{""type"":""MultiPoint"",""coordinates"":[]}"
